"date_time","blog","twitter","news","total","cat"
2016-03-19 00:00:00,3550.0000,940.0000,33.0000,4523.0000,br
2016-03-20 00:00:00,3881.0000,954.0000,18.0000,4853.0000,br
2016-03-21 00:00:00,5353.0000,1020.0000,51.0000,6424.0000,br
2016-03-22 00:00:00,4941.0000,1024.0000,38.0000,6003.0000,br
2016-03-23 00:00:00,5046.0000,621.0000,56.0000,5723.0000,br
2016-03-24 00:00:00,6409.0000,1080.0000,60.0000,7549.0000,br
2016-03-25 00:00:00,6361.0000,1039.0000,38.0000,7438.0000,br
2016-03-26 00:00:00,5009.0000,989.0000,44.0000,6042.0000,br
2016-03-27 00:00:00,5381.0000,1136.0000,13.0000,6530.0000,br
2016-03-28 00:00:00,7418.0000,1194.0000,50.0000,8662.0000,br
2016-03-29 00:00:00,7070.0000,1151.0000,39.0000,8260.0000,br
2016-03-30 00:00:00,6835.0000,974.0000,49.0000,7858.0000,br
2016-03-31 00:00:00,6461.0000,954.0000,41.0000,7456.0000,br
2016-04-01 00:00:00,6524.0000,962.0000,47.0000,7533.0000,br
2016-04-02 00:00:00,4737.0000,1122.0000,96.0000,5955.0000,br
2016-04-03 00:00:00,5344.0000,1123.0000,20.0000,6487.0000,br
2016-04-04 00:00:00,7062.0000,1210.0000,56.0000,8328.0000,br
2016-04-05 00:00:00,6600.0000,1161.0000,59.0000,7820.0000,br
2016-04-06 00:00:00,6451.0000,1108.0000,49.0000,7608.0000,br
2016-04-07 00:00:00,6444.0000,1265.0000,82.0000,7791.0000,br
2016-04-08 00:00:00,6196.0000,1020.0000,56.0000,7272.0000,br
2016-04-09 00:00:00,4684.0000,1011.0000,37.0000,5732.0000,br
2016-04-10 00:00:00,5317.0000,1020.0000,26.0000,6363.0000,br
2016-04-11 00:00:00,7174.0000,1102.0000,34.0000,8310.0000,br
2016-04-12 00:00:00,6501.0000,1091.0000,48.0000,7640.0000,br
2016-04-13 00:00:00,5929.0000,907.0000,36.0000,6872.0000,br
2016-04-14 00:00:00,6869.0000,1185.0000,39.0000,8093.0000,br
2016-04-15 00:00:00,6178.0000,1096.0000,57.0000,7331.0000,br
2016-04-16 00:00:00,4909.0000,1023.0000,58.0000,5990.0000,br
2016-04-17 00:00:00,5222.0000,1208.0000,23.0000,6453.0000,br
2016-04-18 00:00:00,7125.0000,1246.0000,44.0000,8415.0000,br
2016-04-19 00:00:00,6550.0000,1201.0000,50.0000,7801.0000,br
2016-04-20 00:00:00,6430.0000,955.0000,58.0000,7443.0000,br
2016-04-21 00:00:00,6441.0000,1016.0000,46.0000,7503.0000,br
2016-04-22 00:00:00,6178.0000,1116.0000,44.0000,7338.0000,br
2016-04-23 00:00:00,4747.0000,1152.0000,33.0000,5932.0000,br
2016-04-24 00:00:00,5320.0000,1112.0000,23.0000,6455.0000,br
2016-04-25 00:00:00,6910.0000,1156.0000,31.0000,8097.0000,br
2016-04-26 00:00:00,6721.0000,1021.0000,42.0000,7784.0000,br
2016-04-27 00:00:00,6685.0000,939.0000,72.0000,7696.0000,br
2016-04-28 00:00:00,6477.0000,944.0000,71.0000,7492.0000,br
2016-04-29 00:00:00,6058.0000,904.0000,55.0000,7017.0000,br
2016-04-30 00:00:00,4620.0000,897.0000,39.0000,5556.0000,br
2016-05-01 00:00:00,4994.0000,992.0000,26.0000,6012.0000,br
2016-05-02 00:00:00,6938.0000,960.0000,69.0000,7967.0000,br
2016-05-03 00:00:00,6663.0000,999.0000,37.0000,7699.0000,br
2016-05-04 00:00:00,5991.0000,1096.0000,46.0000,7133.0000,br
2016-05-05 00:00:00,5220.0000,956.0000,23.0000,6199.0000,br
2016-05-06 00:00:00,5928.0000,1132.0000,30.0000,7090.0000,br
2016-05-07 00:00:00,5033.0000,1027.0000,39.0000,6099.0000,br
2016-05-08 00:00:00,5199.0000,908.0000,37.0000,6144.0000,br
2016-05-09 00:00:00,7127.0000,991.0000,50.0000,8168.0000,br
2016-05-10 00:00:00,6689.0000,1044.0000,43.0000,7776.0000,br
2016-05-11 00:00:00,6658.0000,1132.0000,66.0000,7856.0000,br
2016-05-12 00:00:00,6314.0000,1204.0000,61.0000,7579.0000,br
2016-05-13 00:00:00,5895.0000,1039.0000,44.0000,6978.0000,br
2016-05-14 00:00:00,4399.0000,954.0000,45.0000,5398.0000,br
2016-05-15 00:00:00,4963.0000,934.0000,15.0000,5912.0000,br
2016-05-16 00:00:00,6522.0000,1048.0000,34.0000,7604.0000,br
2016-05-17 00:00:00,6158.0000,1002.0000,35.0000,7195.0000,br
2016-05-18 00:00:00,6069.0000,873.0000,58.0000,7000.0000,br
2016-05-19 00:00:00,5891.0000,954.0000,67.0000,6912.0000,br
2016-05-20 00:00:00,5557.0000,1083.0000,40.0000,6680.0000,br
2016-05-21 00:00:00,4051.0000,1003.0000,33.0000,5087.0000,br
2016-05-22 00:00:00,4485.0000,921.0000,23.0000,5429.0000,br
2016-05-23 00:00:00,6311.0000,1074.0000,43.0000,7428.0000,br
2016-05-24 00:00:00,6295.0000,895.0000,48.0000,7238.0000,br
2016-05-25 00:00:00,6152.0000,1019.0000,43.0000,7214.0000,br
2016-05-26 00:00:00,5714.0000,946.0000,43.0000,6703.0000,br
2016-05-27 00:00:00,5694.0000,953.0000,48.0000,6695.0000,br
2016-05-28 00:00:00,4143.0000,965.0000,22.0000,5130.0000,br
2016-05-29 00:00:00,4426.0000,909.0000,20.0000,5355.0000,br
2016-05-30 00:00:00,6353.0000,1186.0000,57.0000,7596.0000,br
2016-05-31 00:00:00,6100.0000,1314.0000,30.0000,7444.0000,br
2016-06-01 00:00:00,5698.0000,1387.0000,42.0000,7127.0000,br
2016-06-02 00:00:00,5564.0000,1353.0000,50.0000,6967.0000,br
2016-06-03 00:00:00,5600.0000,1313.0000,31.0000,6944.0000,br
2016-06-04 00:00:00,4109.0000,1156.0000,22.0000,5287.0000,br
2016-06-05 00:00:00,4120.0000,1028.0000,8.0000,5156.0000,br
2016-06-06 00:00:00,5371.0000,1043.0000,12.0000,6426.0000,br
2016-06-07 00:00:00,6879.0000,1086.0000,42.0000,8007.0000,br
2016-06-08 00:00:00,6409.0000,1029.0000,47.0000,7485.0000,br
2016-06-09 00:00:00,6271.0000,1031.0000,48.0000,7350.0000,br
2016-06-10 00:00:00,6035.0000,575.0000,69.0000,6679.0000,br
2016-06-11 00:00:00,4535.0000,838.0000,50.0000,5423.0000,br
2016-06-12 00:00:00,4717.0000,992.0000,18.0000,5727.0000,br
2016-06-13 00:00:00,6649.0000,1044.0000,58.0000,7751.0000,br
2016-06-14 00:00:00,6325.0000,1048.0000,34.0000,7407.0000,br
2016-06-15 00:00:00,6381.0000,1186.0000,55.0000,7622.0000,br
2016-06-16 00:00:00,6233.0000,1055.0000,55.0000,7343.0000,br
2016-06-17 00:00:00,5838.0000,1191.0000,40.0000,7069.0000,br
2016-06-18 00:00:00,4520.0000,1053.0000,37.0000,5610.0000,br
2016-06-19 00:00:00,5031.0000,1028.0000,16.0000,6075.0000,br
2016-06-20 00:00:00,6951.0000,1054.0000,45.0000,8050.0000,br
2016-06-21 00:00:00,6256.0000,1128.0000,42.0000,7426.0000,br
2016-06-22 00:00:00,6607.0000,1207.0000,42.0000,7856.0000,br
2016-06-23 00:00:00,6209.0000,1308.0000,91.0000,7608.0000,br
2016-06-24 00:00:00,6327.0000,1017.0000,45.0000,7389.0000,br
2016-06-25 00:00:00,4626.0000,1062.0000,19.0000,5707.0000,br
2016-06-26 00:00:00,5103.0000,1020.0000,10.0000,6133.0000,br
2016-06-27 00:00:00,7171.0000,1105.0000,51.0000,8327.0000,br
2016-06-28 00:00:00,6666.0000,1096.0000,70.0000,7832.0000,br
2016-06-29 00:00:00,6435.0000,1209.0000,68.0000,7712.0000,br
2016-06-30 00:00:00,6515.0000,1398.0000,69.0000,7982.0000,br
2016-07-01 00:00:00,6269.0000,1204.0000,48.0000,7521.0000,br
2016-07-02 00:00:00,4439.0000,1368.0000,29.0000,5836.0000,br
2016-07-03 00:00:00,4888.0000,1291.0000,25.0000,6204.0000,br
2016-07-04 00:00:00,6930.0000,1228.0000,35.0000,8193.0000,br
2016-07-05 00:00:00,6551.0000,1663.0000,42.0000,8256.0000,br
2016-07-06 00:00:00,6336.0000,2163.0000,45.0000,8544.0000,br
2016-07-07 00:00:00,6568.0000,2582.0000,65.0000,9215.0000,br
2016-07-08 00:00:00,6378.0000,2540.0000,52.0000,8970.0000,br
2016-07-09 00:00:00,4797.0000,2485.0000,42.0000,7324.0000,br
2016-07-10 00:00:00,5015.0000,2041.0000,11.0000,7067.0000,br
2016-07-11 00:00:00,7141.0000,1554.0000,57.0000,8752.0000,br
2016-07-12 00:00:00,6842.0000,1256.0000,57.0000,8155.0000,br
2016-07-13 00:00:00,6738.0000,1201.0000,70.0000,8009.0000,br
2016-07-14 00:00:00,6510.0000,1203.0000,103.0000,7816.0000,br
2016-07-15 00:00:00,6289.0000,1311.0000,34.0000,7634.0000,br
2016-07-16 00:00:00,4822.0000,1278.0000,24.0000,6124.0000,br
2016-07-17 00:00:00,5204.0000,1316.0000,23.0000,6543.0000,br
2016-07-18 00:00:00,7006.0000,1343.0000,46.0000,8395.0000,br
2016-07-19 00:00:00,6925.0000,1922.0000,49.0000,8896.0000,br
2016-07-20 00:00:00,7087.0000,1892.0000,56.0000,9035.0000,br
2016-07-21 00:00:00,6706.0000,1852.0000,74.0000,8632.0000,br
2016-07-22 00:00:00,6372.0000,1470.0000,56.0000,7898.0000,br
2016-07-23 00:00:00,4830.0000,1123.0000,24.0000,5977.0000,br
2016-07-24 00:00:00,5143.0000,926.0000,26.0000,6095.0000,br
2016-07-25 00:00:00,7195.0000,994.0000,63.0000,8252.0000,br
2016-07-26 00:00:00,6757.0000,1194.0000,77.0000,8028.0000,br
2016-07-27 00:00:00,6856.0000,1249.0000,95.0000,8200.0000,br
2016-07-28 00:00:00,6482.0000,1685.0000,83.0000,8250.0000,br
2016-07-29 00:00:00,6725.0000,1837.0000,65.0000,8627.0000,br
2016-07-30 00:00:00,5104.0000,1371.0000,45.0000,6520.0000,br
2016-07-31 00:00:00,5126.0000,823.0000,39.0000,5988.0000,br
2016-08-01 00:00:00,6727.0000,1391.0000,77.0000,8195.0000,br
2016-08-02 00:00:00,6372.0000,1196.0000,55.0000,7623.0000,br
2016-08-03 00:00:00,6603.0000,1223.0000,50.0000,7876.0000,br
2016-08-04 00:00:00,6846.0000,1912.0000,39.0000,8797.0000,br
2016-08-05 00:00:00,6541.0000,1984.0000,47.0000,8572.0000,br
2016-08-06 00:00:00,4981.0000,1433.0000,23.0000,6437.0000,br
2016-08-07 00:00:00,5125.0000,1573.0000,35.0000,6733.0000,br
2016-08-08 00:00:00,6881.0000,1399.0000,44.0000,8324.0000,br
2016-08-09 00:00:00,6718.0000,1140.0000,27.0000,7885.0000,br
2016-08-10 00:00:00,6684.0000,1260.0000,52.0000,7996.0000,br
2016-08-11 00:00:00,6358.0000,1336.0000,55.0000,7749.0000,br
2016-08-12 00:00:00,5996.0000,1350.0000,36.0000,7382.0000,br
2016-08-13 00:00:00,4749.0000,1962.0000,38.0000,6749.0000,br
2016-08-14 00:00:00,4596.0000,1792.0000,13.0000,6401.0000,br
2016-08-15 00:00:00,5455.0000,1532.0000,22.0000,7009.0000,br
2016-08-16 00:00:00,7018.0000,1690.0000,50.0000,8758.0000,br
2016-08-17 00:00:00,6566.0000,1762.0000,68.0000,8396.0000,br
2016-08-18 00:00:00,6205.0000,2011.0000,59.0000,8275.0000,br
2016-08-19 00:00:00,6131.0000,2191.0000,47.0000,8369.0000,br
2016-08-20 00:00:00,4605.0000,2201.0000,29.0000,6835.0000,br
2016-08-21 00:00:00,4946.0000,2108.0000,24.0000,7078.0000,br
2016-08-22 00:00:00,6900.0000,1775.0000,57.0000,8732.0000,br
2016-08-23 00:00:00,6485.0000,2004.0000,42.0000,8531.0000,br
2016-08-24 00:00:00,6331.0000,2031.0000,54.0000,8416.0000,br
2016-08-25 00:00:00,6444.0000,2145.0000,59.0000,8648.0000,br
2016-08-26 00:00:00,5970.0000,1898.0000,45.0000,7913.0000,br
2016-08-27 00:00:00,4283.0000,1777.0000,16.0000,6076.0000,br
2016-08-28 00:00:00,4708.0000,1987.0000,23.0000,6718.0000,br
2016-08-29 00:00:00,6500.0000,1864.0000,53.0000,8417.0000,br
2016-08-30 00:00:00,6406.0000,2906.0000,44.0000,9356.0000,br
2016-08-31 00:00:00,6006.0000,2808.0000,56.0000,8870.0000,br
2016-09-01 00:00:00,5815.0000,2807.0000,26.0000,8648.0000,br
2016-09-02 00:00:00,5755.0000,2728.0000,44.0000,8527.0000,br
2016-09-03 00:00:00,4352.0000,2412.0000,22.0000,6786.0000,br
2016-09-04 00:00:00,4794.0000,2171.0000,12.0000,6977.0000,br
2016-09-05 00:00:00,6439.0000,2131.0000,82.0000,8652.0000,br
2016-09-06 00:00:00,5900.0000,2078.0000,31.0000,8009.0000,br
2016-09-07 00:00:00,6083.0000,1161.0000,53.0000,7297.0000,br
2016-09-08 00:00:00,5602.0000,1116.0000,45.0000,6763.0000,br
2016-09-09 00:00:00,5225.0000,1227.0000,57.0000,6509.0000,br
2016-09-10 00:00:00,4174.0000,1399.0000,23.0000,5596.0000,br
2016-09-11 00:00:00,4486.0000,1642.0000,15.0000,6143.0000,br
2016-09-12 00:00:00,5809.0000,1777.0000,63.0000,7649.0000,br
2016-09-13 00:00:00,4972.0000,1426.0000,54.0000,6452.0000,br
2016-09-14 00:00:00,3537.0000,1009.0000,30.0000,4576.0000,br
2016-09-15 00:00:00,2827.0000,974.0000,5.0000,3806.0000,br
2016-09-16 00:00:00,3274.0000,1119.0000,41.0000,4434.0000,br
2016-09-17 00:00:00,4010.0000,1147.0000,25.0000,5182.0000,br
2016-09-18 00:00:00,4464.0000,1457.0000,11.0000,5932.0000,br
2016-09-19 00:00:00,5919.0000,1117.0000,70.0000,7106.0000,br
2016-09-20 00:00:00,5608.0000,1198.0000,30.0000,6836.0000,br
2016-09-21 00:00:00,5752.0000,1194.0000,69.0000,7015.0000,br
2016-09-22 00:00:00,5465.0000,1205.0000,72.0000,6742.0000,br
2016-09-23 00:00:00,5407.0000,1186.0000,42.0000,6635.0000,br
2016-09-24 00:00:00,4075.0000,1169.0000,18.0000,5262.0000,br
2016-09-25 00:00:00,4438.0000,1181.0000,14.0000,5633.0000,br
2016-09-26 00:00:00,5995.0000,1303.0000,68.0000,7366.0000,br
2016-09-27 00:00:00,5747.0000,1261.0000,59.0000,7067.0000,br
2016-09-28 00:00:00,5588.0000,1173.0000,91.0000,6852.0000,br
2016-09-29 00:00:00,5455.0000,1179.0000,56.0000,6690.0000,br
2016-09-30 00:00:00,5355.0000,1145.0000,55.0000,6555.0000,br
2016-10-01 00:00:00,4058.0000,1227.0000,31.0000,5316.0000,br
2016-10-02 00:00:00,4296.0000,1218.0000,21.0000,5535.0000,br
2016-10-03 00:00:00,4968.0000,1232.0000,24.0000,6224.0000,br
2016-10-04 00:00:00,6081.0000,1134.0000,66.0000,7281.0000,br
2016-10-05 00:00:00,5817.0000,1278.0000,52.0000,7147.0000,br
2016-10-06 00:00:00,5549.0000,1402.0000,43.0000,6994.0000,br
2016-10-07 00:00:00,5333.0000,1315.0000,62.0000,6710.0000,br
2016-10-08 00:00:00,4147.0000,1190.0000,21.0000,5358.0000,br
2016-10-09 00:00:00,4241.0000,1104.0000,13.0000,5358.0000,br
2016-10-10 00:00:00,5845.0000,1146.0000,54.0000,7045.0000,br
2016-10-11 00:00:00,5332.0000,1309.0000,73.0000,6714.0000,br
2016-10-12 00:00:00,5427.0000,1281.0000,62.0000,6770.0000,br
2016-10-13 00:00:00,5438.0000,1266.0000,49.0000,6753.0000,br
2016-10-14 00:00:00,5230.0000,1287.0000,61.0000,6578.0000,br
2016-10-15 00:00:00,3912.0000,1146.0000,21.0000,5079.0000,br
2016-10-16 00:00:00,4305.0000,1020.0000,23.0000,5348.0000,br
2016-10-17 00:00:00,5760.0000,1092.0000,52.0000,6904.0000,br
2016-10-18 00:00:00,5670.0000,1124.0000,34.0000,6828.0000,br
2016-10-19 00:00:00,5540.0000,1221.0000,59.0000,6820.0000,br
2016-10-20 00:00:00,5447.0000,1209.0000,58.0000,6714.0000,br
2016-10-21 00:00:00,5229.0000,1317.0000,58.0000,6604.0000,br
2016-10-22 00:00:00,3962.0000,1228.0000,38.0000,5228.0000,br
2016-10-23 00:00:00,4391.0000,1182.0000,23.0000,5596.0000,br
2016-10-24 00:00:00,5735.0000,1136.0000,46.0000,6917.0000,br
2016-10-25 00:00:00,5511.0000,1074.0000,44.0000,6629.0000,br
2016-10-26 00:00:00,5586.0000,1130.0000,66.0000,6782.0000,br
2016-10-27 00:00:00,5503.0000,1125.0000,53.0000,6681.0000,br
2016-10-28 00:00:00,5145.0000,1037.0000,48.0000,6230.0000,br
2016-10-29 00:00:00,3880.0000,994.0000,21.0000,4895.0000,br
2016-10-30 00:00:00,4169.0000,983.0000,10.0000,5162.0000,br
2016-10-31 00:00:00,5792.0000,1069.0000,36.0000,6897.0000,br
2016-11-01 00:00:00,5353.0000,1204.0000,72.0000,6629.0000,br
2016-11-02 00:00:00,5467.0000,1135.0000,45.0000,6647.0000,br
2016-11-03 00:00:00,5442.0000,1085.0000,43.0000,6570.0000,br
2016-11-04 00:00:00,5097.0000,1054.0000,47.0000,6198.0000,br
2016-11-05 00:00:00,3883.0000,1084.0000,25.0000,4992.0000,br
2016-11-06 00:00:00,4233.0000,942.0000,11.0000,5186.0000,br
2016-11-07 00:00:00,5960.0000,1054.0000,60.0000,7074.0000,br
2016-11-08 00:00:00,5744.0000,1047.0000,38.0000,6829.0000,br
2016-11-09 00:00:00,5545.0000,775.0000,30.0000,6350.0000,br
2016-11-10 00:00:00,5379.0000,1199.0000,53.0000,6631.0000,br
2016-11-11 00:00:00,4903.0000,1380.0000,76.0000,6359.0000,br
2016-11-12 00:00:00,3813.0000,1175.0000,12.0000,5000.0000,br
2016-11-13 00:00:00,4069.0000,1177.0000,8.0000,5254.0000,br
2016-11-14 00:00:00,5969.0000,1011.0000,29.0000,7009.0000,br
2016-11-15 00:00:00,5786.0000,1093.0000,27.0000,6906.0000,br
2016-11-16 00:00:00,5626.0000,1002.0000,43.0000,6671.0000,br
2016-11-17 00:00:00,5480.0000,1025.0000,55.0000,6560.0000,br
2016-11-18 00:00:00,5521.0000,1183.0000,37.0000,6741.0000,br
2016-11-19 00:00:00,3968.0000,1034.0000,19.0000,5021.0000,br
2016-11-20 00:00:00,4111.0000,1048.0000,20.0000,5179.0000,br
2016-11-21 00:00:00,5955.0000,1136.0000,42.0000,7133.0000,br
2016-11-22 00:00:00,5798.0000,1011.0000,45.0000,6854.0000,br
2016-11-23 00:00:00,5503.0000,978.0000,62.0000,6543.0000,br
2016-11-24 00:00:00,5418.0000,975.0000,34.0000,6427.0000,br
2016-11-25 00:00:00,5154.0000,1070.0000,34.0000,6258.0000,br
2016-11-26 00:00:00,3994.0000,940.0000,7.0000,4941.0000,br
2016-11-27 00:00:00,4342.0000,988.0000,8.0000,5338.0000,br
2016-11-28 00:00:00,6166.0000,1109.0000,43.0000,7318.0000,br
2016-11-29 00:00:00,5761.0000,1211.0000,31.0000,7003.0000,br
2016-11-30 00:00:00,5666.0000,1233.0000,71.0000,6970.0000,br
2016-12-01 00:00:00,5677.0000,1070.0000,41.0000,6788.0000,br
2016-12-02 00:00:00,5419.0000,1198.0000,25.0000,6642.0000,br
2016-12-03 00:00:00,4029.0000,804.0000,22.0000,4855.0000,br
2016-12-04 00:00:00,4205.0000,849.0000,27.0000,5081.0000,br
2016-12-05 00:00:00,5744.0000,952.0000,54.0000,6750.0000,br
2016-12-06 00:00:00,5538.0000,986.0000,35.0000,6559.0000,br
2016-12-07 00:00:00,5568.0000,944.0000,37.0000,6549.0000,br
2016-12-08 00:00:00,5324.0000,1135.0000,51.0000,6510.0000,br
2016-12-09 00:00:00,5140.0000,836.0000,29.0000,6005.0000,br
2016-12-10 00:00:00,3811.0000,857.0000,14.0000,4682.0000,br
2016-12-11 00:00:00,4181.0000,915.0000,7.0000,5103.0000,br
2016-12-12 00:00:00,5673.0000,1048.0000,51.0000,6772.0000,br
2016-12-13 00:00:00,5604.0000,1078.0000,53.0000,6735.0000,br
2016-12-14 00:00:00,5453.0000,1093.0000,56.0000,6602.0000,br
2016-12-15 00:00:00,5248.0000,1097.0000,39.0000,6384.0000,br
2016-12-16 00:00:00,5058.0000,1094.0000,26.0000,6178.0000,br
2016-12-17 00:00:00,3941.0000,1133.0000,26.0000,5100.0000,br
2016-12-18 00:00:00,3926.0000,1132.0000,17.0000,5075.0000,br
2016-12-19 00:00:00,6001.0000,1157.0000,29.0000,7187.0000,br
2016-12-20 00:00:00,5779.0000,1165.0000,53.0000,6997.0000,br
2016-12-21 00:00:00,5501.0000,1068.0000,54.0000,6623.0000,br
2016-12-22 00:00:00,5420.0000,1113.0000,64.0000,6597.0000,br
2016-12-23 00:00:00,5360.0000,1080.0000,39.0000,6479.0000,br
2016-12-24 00:00:00,3416.0000,1016.0000,23.0000,4455.0000,br
2016-12-25 00:00:00,3499.0000,929.0000,26.0000,4454.0000,br
2016-12-26 00:00:00,6153.0000,1005.0000,39.0000,7197.0000,br
2016-12-27 00:00:00,6206.0000,1192.0000,48.0000,7446.0000,br
2016-12-28 00:00:00,5972.0000,1231.0000,47.0000,7250.0000,br
2016-12-29 00:00:00,5874.0000,1097.0000,69.0000,7040.0000,br
2016-12-30 00:00:00,5527.0000,1006.0000,24.0000,6557.0000,br
2016-12-31 00:00:00,4303.0000,1024.0000,18.0000,5345.0000,br
2017-01-01 00:00:00,3947.0000,925.0000,9.0000,4881.0000,br
2017-01-02 00:00:00,6223.0000,1032.0000,2.0000,7257.0000,br
2017-01-03 00:00:00,6350.0000,1173.0000,15.0000,7538.0000,br
